pay     market.val   log.pay      val.decile
   1623531    1497.263   14.30011          6
   5555661     1499.03   15.53033          6
   2232115    1518.871   14.61846          6
   1389082    1523.925   14.14415          6
   1707608     1539.05    14.3506          6
   1703000    1540.827    14.3479          6
   3634505    1544.768   15.10598          6
   1066959    1545.275   13.88032          6
   1439714    1550.699   14.17996          6
   4532924    1555.099   15.32688          6
   1392145    1557.374   14.14636          6
   1475328    1561.032   14.20439          6
   4899464    1562.668   15.40464          6
   7862222    1563.295   15.87758          6
   4057965    1570.324   15.21619          6
    117508     1572.39   11.67426          6
   9266390    1573.853    16.0419          6
   2984817    1574.588   14.90905          6
   2348671    1581.585   14.66936          6
   3410797     1581.75   15.04246          6
   2427862    1584.765   14.70252          6
   1160330    1586.667   13.96422          6
   3421205    1594.195    15.0455          6
   4057637    1594.842   15.21611          6
   1758392    1598.534   14.37991          6
   1333879      1618.4    14.1036          6
    593970    1620.946   13.29458          6
   1826357    1628.462   14.41783          6
    698240    1629.206   13.45632          6
   2832114    1631.721   14.85653          6
   4885882    1636.382   15.40186          6
   1565468      1636.8    14.2637          6
   2098581    1640.216   14.55677          6
   1170839    1645.364   13.97323          6
   2354064    1651.142   14.67165          6
   6873565    1661.229   15.74319          6
   7672917    1662.588   15.85321          6
   2145351    1664.975   14.57881          6
   2212921    1670.756   14.60982          6
   4326226    1671.525   15.28021          6
   3478488    1677.287   15.06211          6
    483466    1680.715   13.08874          6
    702823    1680.789   13.46286          6
   2118298    1681.977   14.56612          6
   1929779    1682.271   14.47292          6
   4732967    1691.094   15.37006          6
   3787468    1697.223   15.14721          6
   1995088    1703.453    14.5062          6
    117000    1704.903   11.66993          6
   2436461    1716.158   14.70606          6
    303912    1718.699   12.62449          6
   1892669    1724.184    14.4535          6
    636062      1733.4   13.36305          6
   4292169    1740.222    15.2723          6
   1483464    1741.084   14.20989          6
   3976167    1745.618   15.19583          6
    201092    1747.928   12.21152          6
   2791352    1750.867   14.84204          6
    787173     1765.32    13.5762          6
   2186195    1781.457   14.59767          6
   2556637    1786.538    14.7542          6
    807870    1786.998   13.60216          6
   6621871    1788.963   15.70589          6
   4964976    1800.196   15.41792          6
  19161096     1804.63   16.76839          6
   3236873    1806.654   14.99012          6
   8683761    1810.523   15.97696          6
   5089462    1812.223   15.44268          6
   4714643    1814.032   15.36618          6
   2038527    1820.091   14.52774          6
   3803779     1832.64   15.15151          6
    870827    1837.953    13.6772          6
   3981540    1840.687   15.19718          6
    878314    1842.851   13.68576          6
   2067288    1842.949   14.54175          6
   5425214    1853.544   15.50657          6
   5885974    1856.928   15.58808          6
   2873857    1860.205   14.87117          6
   5266994    1869.226   15.47697          6
   3551740    1874.725   15.08295          6
    510624    1874.954   13.14339          6
   4103779    1875.545   15.22742          6
   4980944    1879.316   15.42113          6
   1687687    1881.538   14.33887          6
  11394712    1884.165   16.24866          6
    827368    1886.816   13.62601          6
  12661138     1887.58   16.35405          6
   2489405    1892.685   14.72755          6
   4981968    1895.352   15.42134          6
   2370812    1899.528   14.67874          6
   9270594    1905.764   16.04236          6
    242384    1914.298   12.39828          6
   2633241    1915.315   14.78373          6
   1919316     1922.88   14.46748          6
   2927949    1926.598   14.88981          6
    320800    1927.905   12.67857          6
   7533051    1932.906   15.83481          6
   2223816    1935.073   14.61474          6
   1152707    1935.201   13.95762          6
   1562011    1944.905   14.26149          6
   7824118    1974.356   15.87272          6
   3099891    1976.085   14.94688          6
    570071    1976.196   13.25352          6
   2010891    1984.722   14.51409          6
   3036232    1998.382   14.92613          6
    802603    2007.705   13.59562          6
   3429872    2009.381   15.04803          6
   4735159    2027.677   15.37053          6
   1989002    2032.625   14.50314          6
   8225249    2034.306   15.92272          6
   2260806    2034.752   14.63123          6
   1055332    2037.183   13.86937          6
   1835818    2038.282     14.423          6
   5227510    2042.795   15.46945          6
   2104868    2051.333   14.55976          6
   2162170    2051.437   14.58662          6
   2685800    2056.292   14.80349          6
   2649962    2059.105   14.79006          7
    745556    2065.373   13.52189          7
   1008696    2069.948   13.82417          7
   9252465    2072.815    16.0404          7
   2573798    2081.246   14.76089          7
   7969726     2088.33   15.89116          7
   5711665    2100.236   15.55802          7
   2781159    2105.073   14.83838          7
    850547    2105.631   13.65364          7
   2164475    2111.922   14.58769          7
   1555902    2113.966   14.25757          7
   3262118    2114.046   14.99789          7
   3445666    2124.172   15.05263          7
   3098849      2131.2   14.94654          7
   5925832     2134.09   15.59483          7
   4617018    2151.325   15.34526          7
   5583979    2155.022   15.53541          7
   7712837    2157.635    15.8584          7
   1604404      2164.6   14.28826          7
   1542316     2172.06    14.2488          7
   3228842    2172.545   14.98763          7
   4529423    2174.446   15.32611          7
 1.245e+08    2180.335   18.63993          7
   2687010    2181.994   14.80394          7
   2041840    2183.322   14.52936          7
   5497781    2187.237   15.51986          7
   1433200    2192.416   14.17542          7
   3112261    2218.815   14.95086          7
   1471249    2218.985   14.20162          7
   3969217     2231.68   15.19408          7
   2105433    2257.165   14.56003          7
   4982223    2261.308   15.42139          7
   3442911    2261.859   15.05183          7
   9338372    2262.385   16.04964          7
   1356936    2264.283   14.12074          7
    788853    2274.501   13.57833          7
   1952536    2274.627   14.48464          7
   6946407    2275.478   15.75374          7
   4239319    2275.647   15.25991          7
   2853251    2281.737   14.86397          7
   1173104    2282.513   13.97516          7
   1365574    2288.902   14.12709          7
   3632014    2302.528    15.1053          7
   2639574    2307.942   14.78613          7
   3433286     2314.57   15.04903          7
   3969535    2314.899   15.19416          7
   2552408    2337.024   14.75255          7
   9999275    2347.155   16.11802          7
   2198566     2351.43   14.60332          7
   1157768    2351.805     13.962          7
   4346912    2358.258   15.28498          7
   6074149    2369.187   15.61955          7
   6450550    2371.408   15.67968          7
   8010994    2376.004   15.89633          7
   4518180    2386.534   15.32362          7
   4754580        2421   15.37462          7
   3337690    2431.234   15.02079          7
   4144943    2434.604    15.2374          7
   4604623     2436.31   15.34257          7
   2937210    2445.617   14.89297          7
   4596657    2455.363   15.34084          7
   5456864    2460.603   15.51238          7
   1168909    2462.442   13.97158          7
   5025000    2466.304   15.42994          7
   9838347    2467.662    16.1018          7
    770576    2472.113   13.55489          7
   7198797    2474.697   15.78942          7
   5834414    2481.282   15.57928          7
   1173190    2484.898   13.97524          7
   2647032    2493.028   14.78895          7
  15401003     2515.57   16.54994          7
  20860079    2518.748   16.85335          7
   4998491    2525.034   15.42465          7
   7142110    2534.407   15.78152          7
   2218633    2537.075    14.6124          7
   7370607    2543.497   15.81301          7
   3519162    2563.975   15.07373          7
   7161826    2571.071   15.78428          7
   5614674    2571.822   15.54089          7
   3067587    2574.005    14.9364          7
   1206113     2581.76   14.00291          7
   2227573    2592.422   14.61642          7
    896050    2613.367   13.70575          7
   1912420    2616.111   14.46388          7
   1544465    2624.927   14.25019          7
   5407166    2627.024   15.50324          7
   3441713    2641.952   15.05148          7
   4529324      2654.4   15.32608          7
   3994467    2671.111   15.20042          7
   1606522    2678.068   14.28958          7
   5863275    2679.468   15.58422          7
   3312355    2691.446   15.01317          7
   5857723     2694.39   15.58327          7
    365988    2702.525   12.81036          7
   5316991    2709.187   15.48642          7
   3020151    2711.511   14.92082          7
   1067741    2718.153   13.88106          7
   1538000    2731.851   14.24599          7
   1746007    2739.929   14.37284          7
   3333731    2752.197    15.0196          7
   2432520    2763.479   14.70444          7
   1148657    2783.524    13.9541          7
   4109290    2784.492   15.22876          7
   3011212    2787.075   14.91785          7
   2048866    2795.645    14.5328          7
  10214721     2829.54   16.13934          7
   2361385    2830.044   14.67476          7
   2818817    2858.973   14.85183          7
    749660    2865.069   13.52738          7
   3754370    2873.659   15.13843          7
    847260    2889.707   13.64976          7
   2472233    2899.749   14.72063          7
   2373060     2910.16   14.67969          7
   5996389    2917.134   15.60667          7
   3867587    2920.613   15.16814          7
   1626306    2929.818   14.30182          7
   5517741    2939.702   15.52348          7
   1824637    2950.719   14.41689          7
   3775820    2951.412   15.14413          7
   1836182    2954.854    14.4232          7
   5757581    2965.593   15.56603          7
   2452248    2974.925   14.71252          7
   1731460    2977.499   14.36448          7
   1126609    2989.174   13.93472          7
    856366    3008.533   13.66045          7
   5907877    3014.875    15.5918          7
   6806653    3015.215   15.73341          7
   4217914    3018.538   15.25485          7
   4669552     3031.38   15.35657          7
   4392034    3031.856    15.2953          7
   2014629    3036.735   14.51595          7
   1302813    3051.994   14.08004          7
   1871793    3057.756   14.44241          7
   5994386    3077.486   15.60633          7
   1364025    3120.754   14.12595          7
   3685728    3121.363   15.11998          7
   3393605     3132.25    15.0374          7
   1335971    3138.679   14.10517          7
   5895657     3140.06   15.58973          7
   3608051    3157.332   15.09868          7
   6076853    3157.843      15.62          7
   2795519    3206.387   14.84353          7
   1168998    3215.684   13.97166          7
  23784025    3245.335   16.98452          7
   2174390    3287.069   14.59226          7
   5606695    3288.358   15.53947          7
   2813955    3299.727    14.8501          7
   4333667    3321.211   15.28192          7
   2833150    3325.525    14.8569          7
   2350188    3326.873   14.67001          7
   8096052    3346.703   15.90689          7
   7672721    3357.954   15.85318          7
   1475130    3399.666   14.20426          7
   1013585    3401.122     13.829          7
   4080903    3408.252   15.22183          7
    801916    3437.334   13.59476          7
   2602556    3442.715     14.772          7
  13006747    3453.874   16.38098          7
  28704421    3465.312   17.17256          7
   2991525     3469.63   14.91129          7
   7002099    3478.944   15.76172          7
   6511007    3483.813     15.689          7
   3757109     3486.15   15.13916          7
   1585488     3506.25    14.2764          7
   1709732    3518.549   14.35185          7
   1057890    3518.816   13.87179          7
   2502287    3520.474   14.73272          8
   7073443    3538.675   15.77186          8
  16871580      3545.1   16.64114          8
   2192400    3558.087   14.60051          8
   1403000    3574.631   14.15412          8
   4801774    3577.955    15.3845          8
  10086605    3591.994   16.12672          8
   2851815    3618.993   14.86347          8
   5646110    3619.917   15.54648          8
   1794697    3623.728   14.40035          8
   8821541    3623.862   15.99271          8
   5721235    3650.968    15.5597          8
   5621690    3654.731   15.54214          8
   1315147    3684.756   14.08946          8
   4011139    3701.523   15.20459          8
   3163486     3702.56   14.96719          8
   4039253    3723.956   15.21157          8
   2553354    3738.152   14.75292          8
   1661851    3757.727   14.32344          8
   4023416    3769.149   15.20764          8
   1845783    3790.805   14.42841          8
   7957237     3791.07   15.88959          8
  21660730    3799.917   16.89101          8
  11180262        3800   16.22966          8
   4390319    3804.299   15.29491          8
   2192030    3805.875   14.60034          8
   4716692    3809.259   15.36662          8
   2292569    3836.068   14.64518          8
  17661351    3912.353   16.68689          8
  50526628    3920.178   17.73801          8
   6412249    3926.699   15.67372          8
   5471547        3931   15.51507          8
   6675402    3938.366   15.71394          8
   3864009    3943.928   15.16722          8
   7389894    3945.521   15.81562          8
   2475889    3961.152   14.72211          8
  10138673    3966.749   16.13187          8
   7466953     3984.02     15.826          8
   8710869    4001.264   15.98008          8
   3594736    4002.059   15.09498          8
   8563168    4002.446   15.96298          8
   4677438    4023.154   15.35826          8
  20095750    4035.456   16.81602          8
   2096059     4099.04   14.55557          8
   6948545    4107.768   15.75404          8
   3326972    4124.825   15.01757          8
    313793    4151.053   12.65649          8
   3867669    4160.454   15.16816          8
   4384272    4165.786   15.29353          8
   2643937    4192.524   14.78778          8
  13216163    4195.371   16.39695          8
   3268008    4201.535   14.99969          8
   2248384    4210.784   14.62572          8
   6862118    4214.439   15.74153          8
   5543003    4220.735   15.52805          8
   7566227    4228.125    15.8392          8
  23317276    4233.308    16.9647          8
   1359422     4252.96   14.12257          8
   1075072     4262.84    13.8879          8
   1286914    4266.872   14.06776          8
    403650    4271.003    12.9083          8
   2383300    4278.412     14.684          8
   3799496    4301.807   15.15038          8
   4629254    4319.136   15.34791          8
   4212443    4322.969   15.25355          8
    992300    4331.483   13.80778          8
   1898302    4337.124   14.45647          8
  21529597    4355.033   16.88494          8
   4455514    4387.073   15.30965          8
   3431894    4398.572   15.04862          8
   7276974    4412.283   15.80023          8
   3488496    4436.549   15.06498          8
   4145815    4455.827   15.23761          8
   2255085     4464.78    14.6287          8
   1308991    4493.824   14.08477          8
   2102722    4526.151   14.55874          8
  19069050    4530.713   16.76358          8
  10468035    4541.911   16.16384          8
   8805858    4555.678   15.99093          8
   2698421    4556.768   14.80818          8
   1601693    4586.922   14.28657          8
   5468818    4686.915   15.51457          8
   2622669      4696.4    14.7797          8
   4676319     4741.79   15.35802          8
   2040564    4744.308   14.52874          8
    937964    4775.989   13.75147          8
   4234738    4815.287   15.25883          8
   6581266    4844.711   15.69974          8
   1997191    4857.905   14.50725          8
   9820257     4863.01   16.09996          8
   4907568    4864.308   15.40629          8
   2876403    4871.092   14.87205          8
   4105671    4884.415   15.22788          8
   7132769    4893.258   15.78021          8
   2319459    5003.335   14.65684          8
   4102092    5014.127   15.22701          8
   1206778    5016.806   14.00346          8
   1775230    5053.111   14.38944          8
   8232268    5060.282   15.92357          8
   6064700    5063.401     15.618          8
   1636683    5066.079   14.30818          8
   2799927    5092.722    14.8451          8
    976409    5116.686   13.79164          8
   5097256    5119.471   15.44421          8
   2950593    5122.125   14.89752          8
   1852308    5142.731   14.43194          8
   5200503    5145.863   15.46427          8
   4193048    5161.212   15.24894          8
   1760839    5181.877    14.3813          8
   3445235    5188.201    15.0525          8
   1259782    5246.904   14.04645          8
  24114310     5257.54   16.99832          8
   1502042    5273.916   14.22234          8
   3363445    5287.284   15.02848          8
  21839406    5301.462   16.89923          8
   4862756    5302.412   15.39712          8
   4348072    5345.437   15.28524          8
   1674215    5361.946   14.33086          8
   4752054    5363.224   15.37409          8
   7050582     5374.25   15.76862          8
   4188993     5397.14   15.24797          8
   1897406    5405.493     14.456          8
   2303437      5447.3   14.64991          8
   3936312     5461.65   15.18575          8
   6055663    5464.701    15.6165          8
    536547    5488.137   13.19291          8
   1549429      5533.5    14.2534          8
   1642699     5543.48   14.31185          8
  30023108    5594.947   17.21748          8
   7104228    5605.028    15.7762          8
   3848804    5624.705   15.16327          8
  33436802     5635.84   17.32517          8
   8191693     5636.17   15.91863          8
  25637003    5650.561   17.05955          8
   7130576    5662.713    15.7799          8
   4656346     5672.93   15.35374          8
   1307151    5691.308   14.08336          8
   7613597    5733.955   15.84545          8
  24538999    5774.359   17.01577          8
    821271    5811.257   13.61861          8
   4245614    5832.375    15.2614          8
  41837870    5836.618   17.54931          8
  14013880    5839.872   16.45556          8
   8543828     5858.25   15.96072          8
    577541    5859.285   13.26653          8
  15015227    5860.899   16.52458          8
  13272368    5892.872    16.4012          8
   4797003    5897.945    15.3835          8
  38252908    5950.413   17.45973          8
   3522530    5967.107   15.07469          8
    404952    5974.155   12.91152          8
   2330115    6107.828   14.66143          8
   3225386    6155.203   14.98656          8
   3695997    6195.207   15.12276          8
   3624816    6231.537   15.10331          8
   1132038    6235.559   13.93953          8
   2605245    6299.202   14.77304          8
   1701958    6340.743   14.34729          8
  10518809    6348.824   16.16868          8
  12809745    6365.964   16.36572          8
   3373271     6367.77   15.03139          8
  66548901    6410.437   18.01345          8
   8347208    6458.495   15.93744          8
   9047741    6552.129   16.01803          8
    728034    6565.935    13.4981          8
   1708455    6568.266    14.3511          8
   7133890     6597.92   15.78037          9
   1433637    6629.942   14.17572          9
   6493404    6646.515    15.6863          9
   4211813    6652.045    15.2534          9
   2289000    6657.628   14.64363          9
   4694683    6666.763   15.36194          9
   3943763    6724.953   15.18765          9
   2809823     6767.55   14.84863          9
   6299906    6853.681   15.65604          9
   2294000     6872.73   14.64581          9
  33938195    6903.589   17.34005          9
   5303340    6946.247   15.48385          9
  27794147    6986.027   17.14034          9
   2605049    7004.448   14.77296          9
   3887789    7037.894   15.17335          9
   5469950    7053.296   15.51478          9
   3491220    7078.522   15.06576          9
   7140333    7134.383   15.78127          9
   2555439      7140.4   14.75373          9
   9045658    7153.855    16.0178          9
   8997133     7161.45   16.01242          9
   2808593     7180.44   14.84819          9
   4617106    7196.989   15.34528          9
    350576     7198.44   12.76733          9
   3749041    7297.506   15.13701          9
   4137475    7307.466    15.2356          9
  11325148    7312.275   16.24254          9
  25742531    7374.481   17.06366          9
   2981453     7376.48   14.90792          9
    920690    7404.408   13.73288          9
  24747569    7407.155   17.02424          9
   3219091    7533.943   14.98461          9
   7775060    7558.215   15.86643          9
   3231073    7571.471   14.98833          9
   5627613    7576.128    15.5432          9
    934500    7616.462   13.74777          9
   8058363    7644.296   15.90222          9
   1386902    7671.276   14.14258          9
   6422477    7696.904   15.67531          9
   1441210    7702.758   14.18099          9
  33416556    7705.749   17.32456          9
   3019092    7706.445   14.92047          9
    300000    7763.199   12.61154          9
   7381755    7773.721   15.81452          9
    325000    7791.717   12.69158          9
   2504095    7791.974   14.73344          9
   5233698      7819.8   15.47063          9
   4943831    7844.981   15.41365          9
   7125256    7850.535   15.77916          9
   4162800    7880.323    15.2417          9
   9670454    7956.183   16.08459          9
  10524917    7963.312   16.16926          9
   4459201    7984.174   15.31048          9
   6816410    8001.973   15.73484          9
   3056182    8032.412   14.93268          9
    708093    8053.244   13.47033          9
     50898    8100.271   10.83758          9
   2155850    8136.805    14.5837          9
  13548468    8142.207   16.42178          9
   2126483        8178   14.56998          9
   5587650    8214.691   15.53607          9
    189628     8216.46   12.15282          9
   6363408    8244.014   15.66607          9
    901557    8251.585   13.71188          9
   4814450    8297.635   15.38713          9
  18240935    8324.064   16.71918          9
   8556822    8473.981   15.96224          9
   2906497    8479.004   14.88246          9
   4782733    8538.809   15.38052          9
   8887962    8658.234   16.00021          9
   4821527     8706.25    15.3886          9
   5675897    8739.505   15.55174          9
    562136    8811.698    13.2395          9
  15007313      8851.5   16.52405          9
  18268361    8886.938   16.72068          9
  51611855    8896.844   17.75926          9
   2677078    8909.899   14.80024          9
  42771199     8911.08   17.57137          9
  20771360    8947.947   16.84908          9
   6992590    8954.112   15.76036          9
   7376615    8982.209   15.81383          9
   3714457    8995.665   15.12774          9
  10686750    8998.143   16.18451          9
   3088290    9009.848   14.94313          9
   3533330    9032.783   15.07775          9
  14603260    9033.028   16.49676          9
   3964432    9065.779   15.19287          9
   4303974    9092.657   15.27505          9
  19713140    9158.356    16.7968          9
   5165078    9194.291   15.45743          9
   1877651    9301.889   14.44553          9
   1420992    9332.553   14.16687          9
   9341849     9381.48   16.05001          9
  32060143    9495.253   17.28312          9
   2181739     9496.07   14.59563          9
  19725708    9543.904   16.79743          9
   3395231    9696.487   15.03788          9
   5168325    9810.822   15.45806          9
   2317991    9815.112   14.65621          9
   2765042    9828.182   14.83257          9
   7088579      9844.5     15.774          9
   7128974    9882.193   15.77968          9
  12254211      9919.4   16.32138          9
   8630350    9932.415    15.9708          9
   6564210    10022.25   15.69714          9
  16656557   10066.701   16.62831          9
  12785234   10097.762    16.3638          9
  24011436   10110.555   16.99404          9
   3582740   10130.098   15.09164          9
         1   10180.506          0          9
   6857970       10252   15.74092          9
   6181564   10291.082   15.63708          9
   4631786    10338.41   15.34845          9
   7126612   10603.436   15.77935          9
   1214740   10780.486   14.01004          9
   4020639   10825.144   15.20695          9
   5491901   10892.045   15.51879          9
   6198384   10945.703    15.6398          9
   8259015   11023.056   15.92682          9
  22926009   11027.115   16.94778          9
  17101250   11137.281   16.65466          9
   8758450   11212.263   15.98553          9
   3061889   11241.054   14.93454          9
  17242599   11254.066   16.66289          9
  10695083   11270.708    16.1853          9
  24481465    11273.29   17.01343          9
   9491998   11326.955   16.06596          9
   6308779   11351.393   15.65745          9
    873885   11425.785    13.6807          9
  13394953   11437.317   16.41039          9
    492380   11472.906   13.10701          9
   9864087   11533.009   16.10441          9
   3502616     11559.1   15.06902          9
   7516583    11594.86   15.83262          9
   6045334   11659.964    15.6148          9
   7985417   11774.586   15.89313          9
   3079775   11813.062   14.94037          9
  21773958   11887.695   16.89622          9
   4869406   11919.811   15.39848          9
   6663906   11993.363   15.71222          9
   6282713   12060.567   15.65331          9
   1222348   12077.125   14.01628          9
    419426   12457.235   12.94664          9
   2012082    12492.91   14.51468          9
  10464222   12539.786   16.16347          9
  31239932   12566.965   17.25721          9
  23724300   12676.267   16.98201          9
   6249916   12787.945   15.64808          9
  15345858   12923.307   16.54636          9
  34515638   12936.813   17.35692          9
    909330   13011.915   13.72046          9
   8738316     13038.5   15.98323          9
  16123177   13083.172   16.59577          9
  24667886   13091.952   17.02101          9
   9842501    13254.07   16.10222          9
   7725025   13263.449   15.85998          9
   4131015   13356.526   15.23403          9
   4704400   13415.657   15.36401          9
   3083399   13468.674   14.94154          9
  13125657    13671.13   16.39008          9
   1395299   13705.357   14.14862          9
   7869509   13723.216   15.87851          9
   6379347   14379.989   15.66858          9
   6596306   14421.432   15.70202          9
   4257909   14508.125   15.26429          9
  11275794   14628.004   16.23817          9
  15577199     14742.4   16.56132         10
   6955334   14778.619   15.75502         10
   7749373   14789.865   15.86312         10
   8428542   15091.059   15.94713         10
   4451928     15458.3   15.30885         10
  21497551   15561.377   16.88345         10
   7406220   15630.841   15.81783         10
   2737158   15646.206   14.82243         10
    294455   16247.149   12.59288         10
 1.344e+08   16346.148   18.71661         10
     32587   16539.971   10.39167         10
   4699851   16547.258   15.36304         10
   5045270   16594.414   15.43396         10
   5248582   16649.501   15.47347         10
   4579284   16865.048   15.33705         10
   6413417    17052.22    15.6739         10
   2975911   17062.771   14.90606         10
  12454350   17429.685   16.33758         10
   9171418   17563.837    16.0316         10
   1761000     17646.2   14.38139         10
  29504575     17673.2   17.20006         10
  50671565   17758.701   17.74088         10
   7034292     17790.5   15.76631         10
  26944691   17938.295    17.1093         10
   5332148   18031.694   15.48926         10
   6728994   18228.043   15.72194         10
   2150769    18345.75   14.58134         10
  40753597    18768.23   17.52305         10
  40942455   18824.588   17.52768         10
  10188054       18876   16.13673         10
   9161590   18936.794   16.03053         10
  10098082   19978.952   16.12786         10
  17958807   20051.269   16.70359         10
   4513124     20066.5    15.3225         10
   7489856   20306.974   15.82906         10
   7500514   20565.391   15.83048         10
  11892678   20607.485   16.29143         10
   7736779    20608.43    15.8615         10
  15536017   20867.547   16.55867         10
   3825710   21218.385   15.15725         10
   2675506    21237.05   14.79965         10
  22795633   21789.958   16.94208         10
  22896459   21848.532   16.94649         10
   3010880   22352.948   14.91774         10
   6226612   22546.789   15.64434         10
   9635096   22664.583   16.08092         10
   9850152   22668.199     16.103         10
   7943277   23008.387   15.88784         10
  27320866   23054.092   17.12316         10
   3402081   23281.261    15.0399         10
   6377441   23331.469   15.66828         10
  22203178   23385.015   16.91575         10
   9484378   25551.185   16.06516         10
    939021   25948.964   13.75259         10
   4954340   25985.366   15.41577         10
     82797   26274.924   11.32415         10
   9783017   26956.298   16.09616         10
   7008548   27223.625   15.76264         10
   6753412   27363.185   15.72556         10
   3020385   27439.589   14.92089         10
   4551753   27943.739   15.33102         10
    110000   28499.142   11.60824         10
  13288414    29608.56    16.4024         10
   5489349   29836.057   15.51832         10
   9800202   30028.526   16.09791         10
  13732324     30040.4   16.43526         10
  12203562   30219.871   16.31724         10
    260077   30304.985   12.46873         10
  28967678   30523.166   17.18169         10
   2050994   30571.079   14.53384         10
  19432416   30845.489   16.78245         10
  33587765   30973.317   17.32967         10
   3084934   31094.002   14.94204         10
  16252159   31206.028   16.60374         10
   9014988   31451.025    16.0144         10
  22154808   31707.135   16.91356         10
   2605000   31762.879   14.77294         10
  20175434   31875.921   16.81998         10
 1.722e+08       32250    18.9642         10
   9577214   32553.119    16.0749         10
  12743840   32680.463   16.36056         10
   5529686   32712.373   15.52564         10
   7046558    33549.67   15.76805         10
  25199186   33720.758   17.04232         10
  12840335   34367.996    16.3681         10
  25369406   34715.793   17.04906         10
  43344683   34884.935   17.58469         10
   9330713   35377.552   16.04882         10
   4511692   36084.915   15.32218         10
  38980640   36450.073   17.47857         10
  17685503       36704   16.68826         10
   9846703   37298.232   16.10265         10
  10051357   37626.093   16.12322         10
  10328756     38007.1   16.15044         10
  16900183   38016.557   16.64284         10
   1017083   38053.125   13.83245         10
  12338563   38832.365   16.32824         10
 1.938e+08   38855.151   19.08225         10
   7982573   39023.839   15.89277         10
    114042   42173.635   11.64432         10
  16637080    43865.22   16.62714         10
  21519397   45023.821   16.88447         10
   8383697   45869.632    15.9418         10
  32625686   45951.276   17.30061         10
  47821117     46637.5   17.68298         10
  25233840    48031.12    17.0437         10
  62515711   49725.093   17.95093         10
  15993824   51178.704   16.58771         10
  12485497    51288.75   16.34008         10
  30472168   53041.853   17.23232         10
   6541110   53539.017   15.69362         10
  24288498   53785.938   17.00551         10
    753820       53846   13.53291         10
  11372199   54453.452   16.24668         10
   8579086   56175.391   15.96484         10
   4657516   56855.973   15.35399         10
   9734228   61137.112   16.09116         10
   7526166   62206.038    15.8339         10
  18518475       62376   16.73428         10
   8446151   63624.322   15.94922         10
  31727759   64261.265    17.2727         10
  17056288   64347.584   16.65203         10
   9794182   65786.519    16.0973         10
  29496116   66622.997   17.19977         10
  14247247   68262.241   16.47207         10
  15282437   68847.939   16.54222         10
   7707656    70634.41   15.85773         10
   1047013    71878.54   13.86145         10
  15162996   72500.829   16.53437         10
  56996770   74297.124   17.85851         10
  13966221   74526.966   16.45215         10
  16770450   78545.592   16.63513         10
   3790406   83537.951   15.14798         10
  84825255   84178.974    18.2561         10
    337750   85328.102   12.73006         10
 1.383e+08   87255.337   18.74516         10
  12737741   88146.997   16.36008         10
  38624026   90234.798   17.46939         10
  21304409   93072.769   16.87442         10
  21087051   95585.902   16.86417         10
  24556560   98977.849   17.01649         10
  12071179    113540.8   16.30633         10
  44648351   115267.64   17.61433         10
   6515222   117788.05   15.68965         10
  13797973   121098.35   16.44003         10
  30039394   124788.99   17.21802         10
  17929561   127143.98   16.70196         10
  13106890   129587.94   16.38865         10
   4297816   130481.94   15.27362         10
  23362623   139092.66   16.96665         10
  25869983   143969.24   17.06859         10
  50374936   150854.15     17.735         10
  17916694   156486.03   16.70124         10
  17641730   162417.36   16.68578         10
  23286517   165524.39   16.96338         10
  11572637   167499.47   16.26415         10
  13194725   187530.73   16.39533         10
  14802093    192472.3   16.51028         10
  27867845   199279.85   17.14298         10
 1.763e+08   201794.24   18.98744         10
  64005282   203210.88   17.97448         10
   6760135   244020.75   15.72655         10
   6833234    274428.2   15.73731         10
  33228695   280114.06   17.31892         10
    623373   460770.51    13.3429         10
  70366772   508329.46   18.06923         10
